"GEO_ID","NAME","NAICS2017","NAICS2017_LABEL","YEAR","RCPTOT","RCPTOT_S","PAYANN","PAYANN_S","EMP","EMP_S","EMPQ1PW","EMPQ1PW_S","HOURS","HOURS_S","PAYANPW","PAYANPW_S","CSTMTOT","CSTMTOT_S","VALADD","VALADD_S","INVTOTB","INVTOTB_S","INVFINB","INVFINB_S","INVWIPB","INVWIPB_S","INVMATB","INVMATB_S","INVTOTE","INVTOTE_S","INVFINE","INVFINE_S","INVWIPE","INVWIPE_S","INVMATE","INVMATE_S","RCPTOT_IMP","PAYANN_IMP","EMP_IMP",
"Geographic identifier code","Geographic Area Name","2017 NAICS code","Meaning of NAICS code","Year","Sales, value of shipments, or revenue ($1,000)","Relative standard error for estimate of sales, value of shipments, or revenue (%)","Annual payroll ($1,000)","Relative standard error for estimate of annual payroll (%)","Number of employees","Relative standard error for estimate of number of employees (%)","Production workers for pay period including March 12","Relative standard error for estimate of production workers for pay period including March 12 (%)","Production workers annual hours (1,000)","Relative standard error for estimate of production workers annual hours (%)","Production workers annual wages ($1,000)","Relative standard error for estimate of production workers annual wages (%)","Total cost of materials ($1,000)","Relative standard error for estimate of total cost of materials  (%)","Value added ($1,000)","Relative standard error for estimate of value added (%)","Total inventories, beginning of year ($1,000)","Relative standard error for estimate of total inventories, beginning of year (%)","Finished goods inventories, beginning of year ($1,000)","Relative standard error for estimate of finished goods inventories, beginning of year (%)","Work-in-process inventories, beginning of year ($1,000)","Relative standard error for estimate of work-in-process inventories, beginning of year (%)","Materials and supplies inventories, beginning of year ($1,000)","Relative standard error for estimate of materials and supplies inventories, beginning of year (%)","Total inventories, end of year ($1,000)","Relative standard error for estimate of total inventories, end of year (%)","Finished goods inventories, end of year ($1,000)","Relative standard error for estimate of finished goods inventories, end of year (%)","Work-in-process inventories, end of year ($1,000)","Relative standard error for estimate of work-in-process inventories, end of year (%)","Materials and supplies inventories, end of year ($1,000)","Relative standard error for estimate of materials and supplies inventories, end of year  (%)","Range indicating imputed percent of total sales, value of shipments, or revenue","Range indicating imputed percent of total annual payroll","Range indicating imputed percent of total employees",
"0100000US","United States","31-33","Manufacturing","2018","5920395377","0.1","699992627","0.1","11798333","0.1","8436344","0.1","16325296","0.1","409478898","0.1","3314637543","0.1","2622973315","0.1","636269931","0.1","235019414","0.2","182593206","0.2","218657311","0.1","673812114","0.1","247958158","0.2","187438514","0.2","238415442","0.1","30% to less than 40%","20% to less than 30%","40% to less than 50%",
"0100000US","United States","31-33","Manufacturing","2019","5797468290","0.1","718949388","0.1","11876598","0.1","8498169","0.1","16423063","0.1","420416780","0.1","3224330000","0.1","2601937299","0.1","667553115","0.1","245570051","0.2","185918288","0.2","236064776","0.1","704724441","0.1","254929563","0.2","205832290","0.2","243962588","0.2","40% to less than 50%","20% to less than 30%","40% to less than 50%",
"0100000US","United States","31-33","Manufacturing","2020","5298283216","0.1","718178009","0.1","11812678","0.1","8396418","0.1","15601995","0.1","412966558","0.1","2881320773","0.1","2415234730","0.1","699837712","0.1","253831904","0.2","203938039","0.2","242067769","0.2","703409359","0.1","249918814","0.2","206873137","0.2","246617408","0.2","30% to less than 40%","20% to less than 30%","40% to less than 50%",
"0100000US","United States","31-33","Manufacturing","2021","6214404795","0.1","758893232","0.1","11885322","0.1","8432878","0.1","16120529","0.1","437359987","0.1","3401249965","0.1","2866714637","0.1","698733523","0.1","248235773","0.2","205949465","0.2","244548285","0.2","809802219","0.2","282501929","0.2","226846301","0.2","300453989","0.2","30% to less than 40%","20% to less than 30%","40% to less than 50%",
"0100000US","United States","311","Food manufacturing","2018","788273190","0.1","69458740","0.2","1516876","0.2","1228899","0.2","2394609","0.2","49197205","0.2","485381713","0.1","303028065","0.2","54941223","0.2","29091318","0.2","5987210","0.8","19862695","0.3","55886122","0.2","29038985","0.2","6089879","1.0","20757258","0.4","40% to less than 50%","30% to less than 40%","40% to less than 50%",
"0100000US","United States","311","Food manufacturing","2019","807247692","0.3","71784281","0.3","1534772","0.3","1242642","0.3","2438418","0.3","51029667","0.2","492351701","0.3","316898653","0.3","55249297","0.4","28748673","0.5","5962596","1.9","20538028","0.5","58465077","0.4","30506460","0.4","6359410","2.2","21599207","0.4","40% to less than 50%","30% to less than 40%","40% to less than 50%",
"0100000US","United States","311","Food manufacturing","2020","838012396","0.3","77730910","0.3","1577804","0.4","1266290","0.4","2465336","0.4","54894833","0.3","508740461","0.3","329939074","0.4","58770871","0.5","30417191","0.5","6665881","2.2","21687799","0.6","61477549","0.4","30869347","0.5","6967132","2.3","23641070","0.5","30% to less than 40%","20% to less than 30%","30% to less than 40%",
"0100000US","United States","311","Food manufacturing","2021","920526252","0.3","82829645","0.3","1602168","0.4","1282776","0.4","2510653","0.5","58010945","0.3","560950954","0.3","363680500","0.4","61037195","0.5","30782391","0.5","6958347","2.4","23296457","0.6","68737785","0.5","34611851","0.6","7951622","2.3","26174312","0.6","30% to less than 40%","20% to less than 30%","30% to less than 40%",
"0100000US","United States","3111","Animal food manufacturing","2018","57731820","0.5","3038029","0.6","52656","0.7","38435","1.4","78959","2.4","1950418","1.4","38821571","0.5","18870837","0.8","3636620","0.5","1817750","0.6","190755","2.3","1628115","0.9","3778320","0.8","1739115","1.1","229978","7.3","1809227","1.2","30% to less than 40%","30% to less than 40%","50% to less than 60%",
"0100000US","United States","3111","Animal food manufacturing","2019","57212162","0.7","3101005","1.2","56947","1.3","42565","1.3","83874","1.1","2041421","1.3","35711417","0.9","21394327","1.7","3716063","1.2","1762997","2.0","222083","3.4","1730983","1.1","3525334","1.2","1675686","2.3","202976","3.2","1646672","1.3","20% to less than 30%","30% to less than 40%","50% to less than 60%",
"0100000US","United States","3111","Animal food manufacturing","2020","60338965","0.8","3419755","1.2","60045","1.4","44340","1.3","90897","1.2","2135560","1.2","37142816","1.0","23323074","1.7","3593889","1.3","1736003","2.2","197071","3.7","1660815","1.4","3806420","1.2","1875357","2.0","184642","3.7","1746421","1.3","40% to less than 50%","20% to less than 30%","50% to less than 60%",
"0100000US","United States","3111","Animal food manufacturing","2021","66961595","0.8","3671542","1.4","60207","1.5","44535","1.5","90536","1.5","2300644","1.5","41166810","1.3","26239153","1.4","3709185","1.2","1849683","1.8","181746","3.9","1677756","1.5","4533928","1.3","2231662","2.1","244135","4.6","2058131","1.2","30% to less than 40%","20% to less than 30%","40% to less than 50%",
"0100000US","United States","31111","Animal food manufacturing","2018","57731820","0.5","3038029","0.6","52656","0.7","38435","1.4","78959","2.4","1950418","1.4","38821571","0.5","18870837","0.8","3636620","0.5","1817750","0.6","190755","2.3","1628115","0.9","3778320","0.8","1739115","1.1","229978","7.3","1809227","1.2","30% to less than 40%","30% to less than 40%","50% to less than 60%",
"0100000US","United States","31111","Animal food manufacturing","2019","57212162","0.7","3101005","1.2","56947","1.3","42565","1.3","83874","1.1","2041421","1.3","35711417","0.9","21394327","1.7","3716063","1.2","1762997","2.0","222083","3.4","1730983","1.1","3525334","1.2","1675686","2.3","202976","3.2","1646672","1.3","20% to less than 30%","30% to less than 40%","50% to less than 60%",
"0100000US","United States","31111","Animal food manufacturing","2020","60338965","0.8","3419755","1.2","60045","1.4","44340","1.3","90897","1.2","2135560","1.2","37142816","1.0","23323074","1.7","3593889","1.3","1736003","2.2","197071","3.7","1660815","1.4","3806420","1.2","1875357","2.0","184642","3.7","1746421","1.3","40% to less than 50%","20% to less than 30%","50% to less than 60%",
"0100000US","United States","31111","Animal food manufacturing","2021","66961595","0.8","3671542","1.4","60207","1.5","44535","1.5","90536","1.5","2300644","1.5","41166810","1.3","26239153","1.4","3709185","1.2","1849683","1.8","181746","3.9","1677756","1.5","4533928","1.3","2231662","2.1","244135","4.6","2058131","1.2","30% to less than 40%","20% to less than 30%","40% to less than 50%",
"0100000US","United States","311111","Dog and cat food manufacturing","2018","24116083","0.8","1503662","1.0","24337","1.0","19624","1.2","44025","1.5","1024280","1.3","13379156","1.1","10732893","0.5","1269881","0.4","702106","0.9","37047","4.1","530728","1.1","1279968","1.9","680082","2.1","55037","5.2","544849","1.9","30% to less than 40%","50% to less than 60%","60% to less than 70%",
"0100000US","United States","311111","Dog and cat food manufacturing","2019","24021645","1.4","1537405","1.6","28557","1.8","23022","1.9","45644","1.6","1083753","1.9","13243002","1.3","10745579","1.8","1300086","1.7","705269","2.1","55127","8.3","539690","1.0","1312952","1.6","686131","2.5","41201","8.4","585620","2.1","10% to less than 20%","40% to less than 50%","50% to less than 60%",
"0100000US","United States","311111","Dog and cat food manufacturing","2020","25469732","1.5","1684018","1.7","30406","2.0","24507","1.9","51162","1.7","1120821","1.9","13478124","1.5","12065497","1.7","1328319","1.4","696081","1.6","40852","9.4","591386","2.1","1467213","1.8","766523","2.8","44299","3.1","656391","1.2","50% to less than 60%","40% to less than 50%","60% to less than 70%",
"0100000US","United States","311111","Dog and cat food manufacturing","2021","25454941","1.6","1877687","2.0","29549","2.1","23625","2.3","49508","2.3","1235970","2.4","13353593","2.0","12348855","1.5","1383644","1.5","727188","1.7","42794","4.3","613662","1.3","1790678","2.3","931994","2.9","85495","9.2","773189","1.6","60% to less than 70%","30% to less than 40%","50% to less than 60%",
"0100000US","United States","311119","Other animal food manufacturing","2018","33615737","0.6","1534367","0.5","28319","0.9","18811","2.6","34934","5.0","926138","2.5","25442415","0.5","8137944","1.9","2366739","0.7","1115644","0.9","153708","2.7","1097387","1.2","2498352","0.7","1059033","1.2","174941","9.5","1264378","1.6","30% to less than 40%","20% to less than 30%","40% to less than 50%",
"0100000US","United States","311119","Other animal food manufacturing","2019","33190517","0.7","1563600","1.7","28390","1.9","19543","1.7","38230","1.5","957668","1.7","22468415","1.3","10648748","3.0","2415977","1.6","1057728","3.0","166956","3.6","1191293","1.5","2212382","1.7","989555","3.6","161775","3.4","1061052","1.6","30% to less than 40%","20% to less than 30%","40% to less than 50%",
"0100000US","United States","311119","Other animal food manufacturing","2020","34869233","0.7","1735737","1.6","29639","1.9","19833","1.7","39735","1.6","1014739","1.5","23664692","1.4","11257577","2.9","2265570","1.9","1039922","3.6","156219","4.0","1069429","1.9","2339207","1.6","1108834","2.8","140343","4.8","1090030","1.9","20% to less than 30%","10% to less than 20%","40% to less than 50%",
"0100000US","United States","311119","Other animal food manufacturing","2021","41506654","0.9","1793855","2.0","30658","2.0","20910","1.8","41028","2.0","1064674","1.6","27813217","1.7","13890298","2.4","2325541","1.8","1122495","2.9","138952","5.0","1064094","2.2","2743250","1.6","1299668","2.9","158640","5.1","1284942","1.6","20% to less than 30%","10% to less than 20%","30% to less than 40%",
"0100000US","United States","3112","Grain and oilseed milling","2018","85187653","0.1","3382380","1.0","54230","1.3","41956","1.4","85768","1.2","2214921","1.1","62794443","0.1","22330553","0.3","5373467","0.4","2504529","0.7","422895","1.9","2446043","0.4","5234821","0.6","2491169","0.5","373598","6.8","2370054","0.5","30% to less than 40%","30% to less than 40%","30% to less than 40%",
"0100000US","United States","3112","Grain and oilseed milling","2019","83490077","0.1","3548168","0.5","53414","0.8","40658","0.8","85364","0.8","2289440","0.6","59543642","0.1","24078237","0.4","5244751","1.4","2470473","2.4","391316","8.5","2382962","0.5","5584447","0.9","2562591","1.3","431000","6.9","2590856","0.4","40% to less than 50%","20% to less than 30%","20% to less than 30%",
"0100000US","United States","3112","Grain and oilseed milling","2020","88385163","0.2","3783694","0.5","54227","0.8","40979","0.9","85469","0.8","2404439","0.7","66384620","0.2","22209448","0.4","5338175","1.5","2445095","2.7","427580","6.8","2465500","0.6","6333107","0.7","2576038","0.8","505542","7.4","3251527","0.4","20% to less than 30%","20% to less than 30%","20% to less than 30%",
"0100000US","United States","3112","Grain and oilseed milling","2021","106620050","0.2","3874990","0.6","56024","1.3","42224","1.5","86125","0.9","2444887","0.7","81388906","0.2","26038825","0.4","6256014","1.1","2559407","2.1","488348","7.5","3208259","0.5","7178260","0.7","3211665","0.7","643771","5.5","3322824","0.4","20% to less than 30%","20% to less than 30%","20% to less than 30%",
"0100000US","United States","31121","Flour milling and malt manufacturing","2018","17565264","0.3","1114779","1.5","20207","2.1","15316","1.8","30992","0.8","707219","0.8","11612413","0.3","5936571","0.8","1675474","0.7","626166","0.6","90821","1.0","958487","1.0","1678114","0.8","615878","0.8","84829","1.8","977407","1.1","40% to less than 50%","30% to less than 40%","30% to less than 40%",
"0100000US","United States","31121","Flour milling and malt manufacturing","2019","18552262","0.6","1170470","1.5","19822","1.7","14794","1.8","30828","2.0","733523","1.7","12295342","0.5","6331876","0.9","1675245","0.6","626229","0.7","84999","1.0","964017","0.8","1763094","0.7","669447","0.6","116737","2.4","976910","0.8","40% to less than 50%","30% to less than 40%","40% to less than 50%",
"0100000US","United States","31121","Flour milling and malt manufacturing","2020","19354495","0.5","1255145","1.4","20385","1.6","15445","1.9","31299","2.2","816863","1.6","12605134","0.5","6698738","0.8","1557536","0.7","610453","0.8","117743","1.1","829340","0.9","1833980","0.8","567835","1.0","109738","1.2","1156407","1.0","20% to less than 30%","10% to less than 20%","30% to less than 40%",
"0100000US","United States","31121","Flour milling and malt manufacturing","2021","20910072","0.6","1287586","1.5","21289","3.4","16086","3.8","31417","2.3","831438","1.7","13906965","0.6","7128755","0.9","1823661","0.7","561828","0.8","110154","1.2","1151679","0.9","2057787","0.7","682321","1.0","115309","1.0","1260157","0.8","20% to less than 30%","10% to less than 20%","20% to less than 30%",
"0100000US","United States","311211","Flour milling","2018","12564866","0.1","763804","1.6","13276","2.1","10257","1.3","21167","0.9","501943","0.4","8433114","0.2","4112166","0.1","957953","0.6","307887","0.7","32591","1.9","617475","0.9","987908","1.2","293687","0.9","27205","4.6","667016","1.5","50% to less than 60%","40% to less than 50%","40% to less than 50%",
"0100000US","United States","311211","Flour milling","2019","13445989","0.7","824334","2.1","13335","2.5","9909","2.7","21271","3.0","519613","2.4","8946483","0.7","4515561","1.0","976819","1.1","299374","1.5","25705","3.0","651740","1.1","991441","1.0","316968","1.2","24166","4.7","650307","1.1","40% to less than 50%","30% to less than 40%","40% to less than 50%",
"0100000US","United States","311211","Flour milling","2020","13798646","0.7","862038","2.0","13585","2.5","10254","3.0","21160","3.3","562204","2.3","9018107","0.7","4818570","1.1","779922","1.4","278625","1.8","28321","3.8","472976","1.5","1023157","1.3","315249","1.7","29728","3.6","678180","1.6","10% to less than 20%","10% to less than 20%","20% to less than 30%",
"0100000US","United States","311211","Flour milling","2021","15590868","0.8","912218","2.1","14716","5.1","11111","5.6","22017","3.4","592850","2.4","10444376","0.8","5256711","1.1","1032052","1.2","313021","1.5","29787","3.4","689244","1.5","1245489","1.1","419187","1.7","33840","2.6","792462","1.2","10% to less than 20%","Less than 10%","20% to less than 30%",
"0100000US","United States","311212","Rice milling","2018","3768213","1.5","284377","4.0","5919","5.2","4346","5.4","8433","2.0","168781","2.9","2392678","1.5","1369249","3.6","435161","2.3","168172","2.0","44460","1.3","222529","3.7","408396","1.4","161236","2.8","45110","1.7","202050","2.7","40% to less than 50%","30% to less than 40%","20% to less than 30%",
"0100000US","United States","311212","Rice milling","2019","4003187","1.1","278763","0.9","5503","0.8","4239","0.5","8260","0.3","179508","0.5","2650223","0.5","1429643","2.3","422731","0.2","168309","0.1","46575","0.5","207847","0.2","550834","1.2","210645","0.4","80918","3.3","259271","1.3","50% to less than 60%","40% to less than 50%","30% to less than 40%",
"0100000US","United States","311212","Rice milling","2020","4628242","0.5","326650","0.3","5771","0.3","4502","0.4","8841","0.4","217007","0.4","2994086","0.4","1603498","0.8","566228","0.4","194922","0.3","77684","0.6","293622","0.7","609751","0.5","176536","0.4","65412","0.8","367803","0.6","40% to less than 50%","30% to less than 40%","50% to less than 60%",
"0100000US","United States","311212","Rice milling","2021","4372018","0.6","305305","0.5","5595","0.6","4310","0.5","8097","0.6","201181","0.5","2895672","0.5","1496631","0.8","598911","0.4","176484","0.4","65385","0.9","357042","0.6","642714","0.5","194300","0.6","67854","0.8","380560","0.8","40% to less than 50%","30% to less than 40%","40% to less than 50%",
"0100000US","United States","311213","Malt manufacturing","2018","1232185","0.1","66598","5.8","1012","1.8","713","0.0","1392","0.2","36495","0.6","786621","0.1","455156","0.2","282360","0.1","150107","0.1","13770","0.0","118483","0.0","281810","0.1","160955","0.1","12514","0.0","108341","0.0","20% to less than 30%","10% to less than 20%","10% to less than 20%",
"0100000US","United States","311213","Malt manufacturing","2019","1103086","1.7","67373","2.0","984","2.9","646","3.8","1297","3.9","34402","3.1","698636","1.2","386672","2.8","275695","0.4","158546","0.4","12719","0.4","104430","0.4","220819","0.9","141834","0.8","11653","1.1","67332","0.9","20% to less than 30%","Less than 10%","20% to less than 30%",
"0100000US","United States","311213","Malt manufacturing","2020","927607","2.1","66457","2.1","1029","3.0","689","3.7","1298","4.0","37652","2.8","592941","1.6","276670","4.0","211386","1.0","136906","0.6","11738","0.8","62742","1.8","201072","1.3","76050","1.7","14598","1.0","110424","1.1","20% to less than 30%","10% to less than 20%","30% to less than 40%",
"0100000US","United States","311213","Malt manufacturing","2021","947186","2.0","70063","2.0","978","3.1","665","3.8","1303","3.9","37407","2.8","566917","1.5","375413","2.8","192698","0.5","72323","0.9","14982","0.4","105393","0.3","169584","1.1","68834","1.7","13615","0.9","87135","0.7","10% to less than 20%","Less than 10%","20% to less than 30%",
"0100000US","United States","31122","Starch and vegetable fats and oils manufacturing","2018","57326122","0.2","1412775","2.0","21406","2.7","15699","3.4","32252","3.0","858072","2.9","45505387","0.2","11774422","0.4","3400363","0.5","1796409","1.0","312990","2.5","1290964","0.2","3257077","0.9","1796146","0.7","266940","9.5","1193991","0.2","20% to less than 30%","10% to less than 20%","10% to less than 20%",
"0100000US","United States","31122","Starch and vegetable fats and oils manufacturing","2019","54523190","0.1","1554345","0.2","22408","0.3","16570","0.3","34514","0.3","956229","0.2","41748031","0.1","12835583","0.5","3288791","2.2","1776174","3.3","284151","11.6","1228466","0.8","3539732","1.3","1827843","1.8","292906","9.9","1418983","0.2","40% to less than 50%","30% to less than 40%","20% to less than 30%",
"0100000US","United States","31122","Starch and vegetable fats and oils manufacturing","2020","58604596","0.2","1692060","0.3","22879","0.4","16535","0.4","35211","0.2","970548","0.3","48074585","0.2","10793646","0.4","3495855","2.3","1769663","3.7","289516","9.8","1436676","0.8","4208665","1.1","1950366","1.0","372448","9.7","1885851","0.1","20% to less than 30%","30% to less than 40%","30% to less than 40%",
"0100000US","United States","31122","Starch and vegetable fats and oils manufacturing","2021","75149943","0.2","1711357","0.7","23192","0.4","16622","0.5","35157","0.3","975025","0.3","61674931","0.3","14152613","0.5","4140091","1.6","1939562","2.7","354734","10.0","1845795","0.5","4799888","1.0","2469233","0.9","502664","6.9","1827991","0.2","20% to less than 30%","30% to less than 40%","30% to less than 40%",
"0100000US","United States","311221","Wet corn milling","2018","10212126","0.1","511458","0.2","6223","0.7","4027","0.7","9192","0.7","297488","0.7","6214222","0.1","4013093","0.2","596474","0.3","305729","0.2","43895","0.5","246850","0.5","598536","0.7","313248","1.3","51565","0.1","233723","0.3","20% to less than 30%","20% to less than 30%","10% to less than 20%",
"0100000US","United States","311221","Wet corn milling","2019","10030391","0.1","552951","0.3","6337","0.8","4090","0.6","9203","0.9","307351","0.3","6111587","0.7","3908576","1.5","646396","10.2","355875","15.7","51405","0.1","239116","3.9","637239","5.5","339620","9.3","57432","0.1","240187","1.2","60% to less than 70%","50% to less than 60%","20% to less than 30%",
"0100000US","United States","311221","Wet corn milling","2020","10040432","1.3","626285","0.4","6660","1.0","3961","1.0","9414","0.4","295102","0.5","6103488","1.5","3915110","0.3","649558","11.4","346904","17.7","58266","0.1","244388","4.5","686623","2.6","308830","5.7","74506","0.4","303287","0.3","40% to less than 50%","60% to less than 70%","60% to less than 70%",
"0100000US","United States","311221","Wet corn milling","2021","11681791","1.2","649862","1.6","6807","0.7","4119","0.5","9500","0.4","311806","0.4","7672119","1.9","4043549","1.1","704262","8.0","321189","14.5","75459","0.8","307614","2.6","743832","3.1","331750","6.4","98775","0.7","313307","0.6","40% to less than 50%","60% to less than 70%","50% to less than 60%",
"0100000US","United States","311224","Soybean and other oilseed processing","2018","37698174","0.3","536384","5.1","8697","6.6","6509","8.2","12968","7.4","337459","7.2","32190311","0.2","5438156","0.9","2003298","0.8","1196350","1.5","140809","5.5","666139","0.3","1978909","1.5","1151102","1.0","116350","21.0","711457","0.2","10% to less than 20%","10% to less than 20%","10% to less than 20%",
"0100000US","United States","311224","Soybean and other oilseed processing","2019","34791609","0.1","588523","0.4","9225","0.2","7088","0.3","14413","0.4","384452","0.4","28433721","0.1","6401078","0.3","1845284","1.3","1034348","0.9","140612","22.5","670324","0.1","2026809","1.6","1091156","0.2","126994","21.7","808659","0.1","30% to less than 40%","20% to less than 30%","20% to less than 30%",
"0100000US","United States","311224","Soybean and other oilseed processing","2020","39258712","0.1","662368","0.5","9704","0.6","7427","0.8","15000","0.3","426023","0.6","35069523","0.1","4416344","0.9","1979598","1.0","1033951","1.0","123277","21.5","822370","0.1","2554203","1.6","1213742","0.3","170641","20.1","1169820","0.1","10% to less than 20%","10% to less than 20%","10% to less than 20%",
"0100000US","United States","311224","Soybean and other oilseed processing","2021","50160845","0.1","636933","0.4","9176","0.8","6883","1.0","13969","0.3","403399","0.4","43811999","0.1","6701413","0.6","2467107","1.2","1190157","0.8","152019","21.5","1124931","0.1","2654759","1.4","1429424","0.3","265319","12.3","960016","0.1","10% to less than 20%","20% to less than 30%","20% to less than 30%",
"0100000US","United States","311225","Fats and oils refining and blending","2018","9415822","0.1","364933","0.3","6486","0.6","5163","0.7","10092","0.4","223125","0.6","7100854","0.1","2323173","0.3","800591","0.1","294330","0.1","128286","0.1","377975","0.1","679632","0.3","331796","0.1","99025","1.2","248811","0.6","40% to less than 50%","20% to less than 30%","20% to less than 30%",
"0100000US","United States","311225","Fats and oils refining and blending","2019","9701190","0.2","412871","0.6","6846","0.5","5392","0.6","10898","0.5","264426","0.6","7202723","0.1","2525929","0.8","797111","0.8","385951","1.2","92134","2.4","319026","0.5","875684","0.5","397067","0.7","108480","1.1","370137","0.5","30% to less than 40%","20% to less than 30%","20% to less than 30%",
"0100000US","United States","311225","Fats and oils refining and blending","2020","9305452","0.4","403407","0.7","6515","0.5","5147","0.5","10797","0.6","249423","0.6","6901574","0.3","2462192","0.9","866699","0.5","388808","0.8","107973","1.4","369918","0.2","967839","0.3","427794","0.5","127301","1.5","412744","0.4","30% to less than 40%","10% to less than 20%","20% to less than 30%",
"0100000US","United States","311225","Fats and oils refining and blending","2021","13307307","0.8","424562","1.0","7209","0.7","5620","0.9","11688","0.8","259820","0.6","10190813","0.9","3407651","0.7","968722","0.4","428216","0.9","127256","1.7","413250","0.3","1401297","0.5","708059","0.3","138570","1.8","554668","0.7","30% to less than 40%","10% to less than 20%","30% to less than 40%",
"0100000US","United States","31123","Breakfast cereal manufacturing","2018","10296267","0.1","854826","0.4","12617","0.2","10941","0.3","22524","0.1","649630","0.1","5676643","0.1","4619560","0.3","297630","1.5","81954","2.2","19084","2.1","196592","1.4","299630","0.4","79145","0.7","21829","0.5","198656","0.3","50% to less than 60%","60% to less than 70%","50% to less than 60%",
"0100000US","United States","31123","Breakfast cereal manufacturing","2019","10414625","0.6","823353","1.0","11184","1.9","9294","2.2","20022","0.9","599688","1.1","5500269","0.8","4910778","0.5","280715","2.2","68070","2.8","22166","3.4","190479","2.0","281621","1.9","65301","3.2","21357","3.8","194963","1.5","30% to less than 40%","10% to less than 20%","10% to less than 20%",
"0100000US","United States","31123","Breakfast cereal manufacturing","2020","10426072","0.7","836489","1.2","10963","2.2","8999","2.7","18959","1.3","617028","1.6","5704901","0.8","4717064","0.7","284784","2.6","64979","3.7","20321","4.5","199484","2.6","290462","2.5","57837","4.6","23356","3.8","209269","2.3","20% to less than 30%","Less than 10%","Less than 10%",
"0100000US","United States","31123","Breakfast cereal manufacturing","2021","10560035","0.6","876047","1.2","11543","1.5","9516","1.8","19551","1.0","638424","1.6","5807010","0.9","4757457","1.0","292262","2.9","58017","5.0","23460","3.9","210785","2.8","320585","1.8","60111","3.8","25798","3.5","234676","1.5","20% to less than 30%","20% to less than 30%","Less than 10%",
"0100000US","United States","311230","Breakfast cereal manufacturing","2018","10296267","0.1","854826","0.4","12617","0.2","10941","0.3","22524","0.1","649630","0.1","5676643","0.1","4619560","0.3","297630","1.5","81954","2.2","19084","2.1","196592","1.4","299630","0.4","79145","0.7","21829","0.5","198656","0.3","50% to less than 60%","60% to less than 70%","50% to less than 60%",
"0100000US","United States","311230","Breakfast cereal manufacturing","2019","10414625","0.6","823353","1.0","11184","1.9","9294","2.2","20022","0.9","599688","1.1","5500269","0.8","4910778","0.5","280715","2.2","68070","2.8","22166","3.4","190479","2.0","281621","1.9","65301","3.2","21357","3.8","194963","1.5","30% to less than 40%","10% to less than 20%","10% to less than 20%",
"0100000US","United States","311230","Breakfast cereal manufacturing","2020","10426072","0.7","836489","1.2","10963","2.2","8999","2.7","18959","1.3","617028","1.6","5704901","0.8","4717064","0.7","284784","2.6","64979","3.7","20321","4.5","199484","2.6","290462","2.5","57837","4.6","23356","3.8","209269","2.3","20% to less than 30%","Less than 10%","Less than 10%",
"0100000US","United States","311230","Breakfast cereal manufacturing","2021","10560035","0.6","876047","1.2","11543","1.5","9516","1.8","19551","1.0","638424","1.6","5807010","0.9","4757457","1.0","292262","2.9","58017","5.0","23460","3.9","210785","2.8","320585","1.8","60111","3.8","25798","3.5","234676","1.5","20% to less than 30%","20% to less than 30%","Less than 10%",
"0100000US","United States","3113","Sugar and confectionery product manufacturing","2018","37620727","0.1","3935378","0.2","83540","0.3","63934","0.4","115267","1.0","2638289","0.2","21014521","0.1","16465713","0.1","5056034","0.4","2810575","0.3","532626","0.3","1712833","0.7","4990459","0.5","2659831","0.3","542877","0.3","1787751","0.7","60% to less than 70%","30% to less than 40%","50% to less than 60%",
"0100000US","United States","3113","Sugar and confectionery product manufacturing","2019","39238621","0.8","4091613","0.9","83582","1.7","63859","1.2","120325","1.1","2745815","0.8","22131894","0.5","17284557","1.2","5011929","0.3","2663796","0.4","560494","0.5","1787639","0.5","5278605","0.3","2767675","0.4","634445","0.4","1876485","0.6","40% to less than 50%","30% to less than 40%","50% to less than 60%",
"0100000US","United States","3113","Sugar and confectionery product manufacturing","2020","37641962","0.8","4170729","0.9","80136","1.7","61185","1.2","114661","1.1","2812988","0.9","21281351","0.5","16373222","1.3","5188967","0.3","2706154","0.4","637927","0.6","1844886","0.6","5423992","0.4","2688443","0.4","668249","0.5","2067300","0.6","40% to less than 50%","30% to less than 40%","40% to less than 50%",
"0100000US","United States","3113","Sugar and confectionery product manufacturing","2021","40520444","0.8","4482418","0.9","82370","1.6","62602","1.4","118009","1.4","2974253","0.9","22828017","0.5","18159152","1.2","5369814","0.4","2644588","0.5","672451","0.6","2052775","0.7","6054229","0.4","2956177","0.4","827587","0.5","2270465","0.6","50% to less than 60%","30% to less than 40%","40% to less than 50%",
"0100000US","United States","31131","Sugar manufacturing","2018","10515469","0.1","791725","0.1","13743","0.1","11380","0.1","25576","0.1","585044","0.1","6993999","0.1","3431000","0.1","2177605","0.1","1315119","0.2","235127","0.0","627359","0.0","2167229","0.2","1200341","0.3","259435","0.0","707453","0.0","50% to less than 60%","40% to less than 50%","40% to less than 50%",
"0100000US","United States","31131","Sugar manufacturing","2019","10429435","0.2","816247","0.1","13765","0.1","11531","0.0","26125","0.1","598224","0.1","7012643","0.1","3453668","0.6","2170542","0.1","1201760","0.1","261405","0.0","707377","0.0","2178275","0.1","1227473","0.1","272568","0.0","678234","0.0","30% to less than 40%","40% to less than 50%","40% to less than 50%",
